Favorite,Id,Coin,Buy,Price,1h,24h,7d,30d,Volume in 24h,MarketCapitalization,FDV,FDVCapitalization,VariationGraph
,,Mocossi Planet  MCOS,,"R$ 0,002027",-,-,-,-,"R$ 481,51",-,"R$ 91.233,90",,
,,TG20 TGram  TGRAM,,"R$ 0,051159",0.3%,5.7%,21.8%,18.0%,"R$ 486,41",-,R$ 242.076,,
,,Trust Trading Group  TTG,,"R$ 0,03002",0.4%,7.6%,26.3%,47.5%,"R$ 485,32",-,R$ 3.779.117,,
,,Stark Owl  OWL,,"R$ 0,001695",-,-,-,-,"R$ 453,12",-,R$ 169.548,,
,,Turing Network  TUR,,"R$ 0,003329",-,-,-,-,"R$ 474,25",-,R$ 1.894.949,,
,,Mangata X  MGX,,"R$ 0,0002256",-,-,-,-,"R$ 474,25",-,R$ 270.694,,
,,STA  STA,,"R$ 0,0001593",0.4%,0.5%,0.7%,0.6%,"R$ 482,72",-,"R$ 33.450,22",,
,,SHIBA BSC  SHIBSC,,"R$ 0,082857",-,-,-,-,"R$ 451,12",-,R$ 2.856.653,,
,,PaleBlueDot  EARTH,,"R$ 86.113,84",-,-,-,-,"R$ 476,39",-,"R$ 86.113,84",,
,,TurboDEX  TURBO,,"R$ 0,1541",-,-,-,-,"R$ 475,64",-,R$ 3.853.209,,
,,NFsTay  STAY,,"R$ 0,0006732",-,-,-,-,"R$ 481,32",-,"R$ 7.253,65",,
,,Moremoney USD  MONEY,,"R$ 7,12",1.2%,30.3%,3.9%,34.5%,"R$ 479,57",-,R$ 223.190,,
,,BAGEL Coin  BAGEL,,"R$ 0,000133",-,-,-,-,"R$ 464,75",-,R$ 132.998,,
,,Pepe on Base  PEPE,Comprar,"R$ 0,0004326",-,-,-,-,"R$ 479,82",-,R$ 432.614,,
,,GoCrypto  GOC,,"R$ 0,006705",0.5%,3.9%,0.9%,11.8%,"R$ 478,57",-,R$ 2.198.502,,
,,Freco Coin  FRECO,,"R$ 0,006201",0.4%,2.8%,9.6%,43.2%,"R$ 477,76",-,"R$ 5.953,10",,
,,DuckCoin  DUCK,,"R$ 0,002649",0.2%,1.8%,22.2%,59.6%,"R$ 477,26",-,R$ 3.165.849,,
,,PHUNK Vault (NFTX)  PHUNK,,"R$ 513,66",-,-,-,-,"R$ 487,98",-,R$ 146.394,,
,,BilliCat  BCAT,,"R$ 0,01291",0.4%,4.9%,2.2%,4.1%,"R$ 476,83",-,R$ 1.289.494,,
,,Spillways  SPILLWAYS,,"R$ 0,0008533",-,-,-,-,"R$ 516,20",-,"R$ 85.329,73",,
,,Crypto Journey  DADDY,,"R$ 0,1414",0.4%,11.4%,9.9%,15.7%,"R$ 475,77",-,R$ 141.496,,
,,Pepito  PEPI,,"R$ 0,00009263",-,-,-,-,"R$ 445,17",-,"R$ 92.631,07",,
,,Duet Protocol  DUET,,"R$ 0,00155",0.2%,4.4%,3.2%,18.3%,"R$ 474,50",-,R$ 638.088,,
,,SolDocs  DOCS,,"R$ 0,0009749",0.3%,9.6%,10.9%,14.9%,"R$ 474,45",-,"R$ 97.484,30",,
,,vBSWAP  VBSWAP,,"R$ 78,91",0.2%,4.6%,3.3%,3.7%,"R$ 474,17",-,R$ 722.000,,
,,RillaFi  RILLA,,"R$ 0,001844",0.0%,6.4%,14.0%,28.1%,"R$ 470,80",-,R$ 1.844.089,,
,,LOBSTER  $LOBSTER,,"R$ 0,081551",-,17.0%,7.0%,11.8%,"R$ 467,17",-,R$ 1.551.287,,
,,PeerMe SUPER  SUPER,,"R$ 0,03302",0.8%,8.3%,12.8%,25.7%,"R$ 469,05",-,R$ 330.232,,
,,Make ETH Great Again  MEGA,,"R$ 1,04",0.2%,8.5%,10.3%,3.8%,"R$ 469,28",-,R$ 1.039.161,,
,,Wally The Whale  WALLY,,"R$ 0,061209",0.6%,7.2%,8.2%,14.5%,"R$ 468,93",-,R$ 120.910,,
,,BST Chain  BSTC,,"R$ 3,15",1.3%,10.1%,3.0%,24.3%,"R$ 468,24",-,R$ 24.702.910.045,,
,,Plus.Bet  PLUS,,"R$ 0,2531",-,-,-,-,"R$ 445,57",-,R$ 6.902.992,,
,,Mops  MOPS,,"R$ 0,062349",0.3%,4.8%,25.8%,34.2%,"R$ 465,49",-,R$ 235.274,,
,,Pepe But Blue  PBB,,"R$ 0,00007014",0.5%,11.9%,9.3%,14.5%,"R$ 464,83",-,"R$ 70.168,49",,
,,DogePepe  DOPE,,"R$ 0,074222",-,-,-,-,"R$ 438,23",-,"R$ 29.151,40",,
,,AirNFT  AIRT,,"R$ 0,0009018",0.2%,4.5%,3.4%,4.1%,"R$ 461,89",-,R$ 899.823,,
,,Daddy Doge  DADDYDOGE,,"R$ 0,072683",0.3%,4.5%,2.6%,5.4%,"R$ 460,83",-,R$ 26.810.048,,
,,Kochi Ken ETH  KOCHI,,"R$ 0,061606",-,-,-,-,"R$ 468,61",-,"R$ 67.567,90",,
,,Afrostar  AFRO,,"R$ 0,072277",0.4%,4.0%,2.7%,4.0%,"R$ 458,25",-,R$ 22.772.704,,
,,john pork  PORK,,"R$ 0,00008529",1.2%,2.6%,10.6%,14.6%,"R$ 456,81",-,"R$ 85.285,02",,
,,Polly Finance  POLLY,,"R$ 0,00002806",0.3%,5.5%,5.2%,13.0%,"R$ 456,40",-,"R$ 3.874,77",,
,,Pink Hood Froglicker  FROGLIC,,"R$ 0,00008793",-,-,-,-,"R$ 471,16",-,R$ 879.286,,
,,Venus DOGE  VDOGE,,"R$ 0,01867",0.6%,8.9%,2.1%,2.9%,"R$ 827,16",-,R$ 72.395.860,,
,,Joker  JOKER,,"R$ 0,091106",0.7%,6.0%,11.0%,38.6%,"R$ 454,60",-,"R$ 46.538,96",,
,,Landtorn Shard  SHARD,,"R$ 0,008492",-,-,-,-,"R$ 437,96",-,R$ 849.167,,
,,Lender Network  LPU,,"R$ 0,0003171",-,-,-,-,"R$ 393,82",-,"R$ 31.708,58",,
,,MFET  MFET,,"R$ 0,0002722",-,-,-,-,"R$ 438,70",-,R$ 1.360.918,,
,,HachikoInu  INU,,"R$ 0,082952",-,-,-,-,"R$ 445,88",-,R$ 2.951.817,,
,,Adult Playground  ADULT,,"R$ 0,00102",-,3.7%,10.6%,24.5%,"R$ 446,95",-,R$ 101.993,,
,,TensorScan AI  TSA,,"R$ 0,452",-,-,-,-,"R$ 446,68",-,R$ 452.019,,
,,NomotaAI  NMAI,,"R$ 0,003045",-,2.2%,24.1%,38.8%,"R$ 449,25",-,R$ 304.485,,
,,Supe Infinity  SUPE,,"R$ 0,008441",-,2.1%,6.6%,21.4%,"R$ 447,93",-,R$ 8.440.749,,
,,Solmedia  MEDIA,,"R$ 0,00142",0.6%,5.3%,55.8%,53.8%,"R$ 447,37",-,R$ 142.057,,
,,Scarcity  SCX,,"R$ 21,59",-,-,-,-,"R$ 440,85",-,R$ 159.516,,
,,Staked USDT  STUSDT,,"R$ 5,90",0.4%,0.6%,0.8%,2.4%,"R$ 447,10",-,-,,
,,BabyPepe  BABYPEPE,,"R$ 0,091469",0.3%,10.4%,11.0%,13.7%,"R$ 446,90",-,R$ 618.951,,
,,MEGADEATH (PEPE)  MEGADEATH,,"R$ 0,056142",-,-,-,-,"R$ 437,28",-,"R$ 61.415,60",,
,,Chainback  ARCHIVE,,"R$ 0,0002668",-,-,-,-,"R$ 438,77",-,R$ 266.840,,
,,HowInu  HOW,,"R$ 0,081913",0.0%,3.1%,2.6%,14.5%,"R$ 442,69",-,R$ 1.913.156,,
,,JD Coin  JDC,,"R$ 0,03159",0.0%,76.3%,50.0%,78.6%,"R$ 441,38",-,R$ 2.653.188,,
,,Beta Chain Colosseum Phoenix  BCCP,,"R$ 0,01567",0.4%,3.4%,25.4%,49.2%,"R$ 440,09",-,"R$ 95.570,21",,
,,Backed IB01 $ Treasury Bond 0-1yr  BIB01,,"R$ 676,18",0.0%,0.1%,0.1%,0.4%,"R$ 437,62",-,R$ 321.608.580,,
,,YokaiSwap  YOK,,"R$ 0,001089",1.6%,6.6%,7.0%,12.7%,"R$ 437,14",-,R$ 1.089.077,,
,,Sunala  SUN,,"R$ 0,0001985",-,-,-,-,"R$ 422,82",-,R$ 198.486,,
,,Baby Sora  BABYSORA,,"R$ 0,0125338",0.0%,4.4%,3.7%,14.4%,"R$ 435,92",-,R$ 224.502,,
,,Kingaru  KRU,,"R$ 0,003081",0.2%,0.4%,14.2%,51.0%,"R$ 434,27",-,R$ 3.081.475,,
,,babydogwifhat  BABYWIF,,"R$ 0,0005443",1.2%,3.8%,5.2%,1.6%,"R$ 433,55",-,R$ 544.680,,
,,Albert  ALBERT,,"R$ 0,00005933",-,-,-,-,"R$ 423,85",-,"R$ 59.325,73",,
,,FELIX  FELIX,,"R$ 0,00112",0.2%,10.2%,1.4%,6.6%,"R$ 430,44",-,R$ 111.962,,
,,Magic Internet Money (Polygon)  MIM,,"R$ 5,81",0.0%,0.0%,0.5%,0.3%,"R$ 430,31",-,R$ 182.007,,
,,MullenArmy  MULN,,"R$ 0,00002083",-,-,-,-,"R$ 421,41",-,"R$ 20.831,17",,
,,Shine Chain  SC20,,"R$ 0,01474",0.1%,1.9%,83.9%,82.5%,"R$ 429,34",-,R$ 309.602,,
,,Inverse Ethereum Volatility Index Token  IETHV,,"R$ 1.009,18",0.5%,0.5%,0.6%,1.7%,"R$ 428,73",-,R$ 2.547.276,,
,,Freela  FREL,,"R$ 0,0006588",-,-,-,-,"R$ 455,33",-,R$ 658.848,,
,,Web3 No Value  W3N,,"R$ 0,0103575",0.8%,11.2%,10.2%,13.6%,"R$ 427,45",-,"R$ 75.077,05",,
,,IcyCRO  ICY,,"R$ 0,1515",0.4%,7.9%,9.4%,15.4%,"R$ 427,83",-,R$ 15.166.543,,
,,Locus Finance  LOCUS,,"R$ 0,2151",-,-,-,-,"R$ 463,44",-,R$ 743.700,,
,,Grave  GRVE,,"R$ 0,006128",-,-,-,-,"R$ 443,12",-,R$ 281.721,,
,,DragonX  DRGX,,"R$ 0,0408",0.5%,1.1%,2.7%,26.0%,"R$ 423,36",-,R$ 856.881,,
,,STACKER AI  $STACK,,"R$ 0,004899",-,-,-,-,"R$ 457,00",-,R$ 489.945,,
,,Satellite Doge-1 Mission  DOGE-1,,"R$ 0,0006498",-,10.6%,8.5%,26.4%,"R$ 424,82",-,R$ 649.822,,
,,Memeinator  MMTR,,"R$ 0,0008646",0.4%,6.0%,5.4%,2.2%,"R$ 422,22",-,R$ 865.017,,
,,Memeinator  MMTR,,"R$ 0,0008646",0.4%,6.0%,5.4%,2.2%,"R$ 422,22",-,R$ 865.017,,
,,PlatinCoin  PLC,,"R$ 0,7042",-,-,-,-,"R$ 448,59",-,R$ 422.658.794,,
,,Block  BLOCK,,"R$ 0,0001372",0.6%,10.1%,1.1%,8.5%,"R$ 420,74",-,R$ 136.505,,
,,Sentra  $STRA,,"R$ 0,001237",-,-,-,-,"R$ 449,80",-,R$ 123.749,,
,,Maximus DECI  DECI,,"R$ 0,008372",-,1.9%,3.8%,48.5%,"R$ 418,11",-,R$ 4.738.683,,
,,Orym  ORYM,,"R$ 0,005575",-,-,-,-,"R$ 407,33",-,"R$ 55.748,21",,
,,Phala (Moonbeam)  $XCPHA,,"R$ 0,5126",1.7%,2.7%,12.6%,21.9%,"R$ 412,06",-,"R$ 27.137,02",,
,,Fennec  FNNC,,"R$ 0,009477",0.4%,3.7%,2.5%,30.4%,"R$ 409,05",-,"R$ 81.932,41",,
,,Hotelium  HTL,,"R$ 35,32",6.5%,3.7%,6.1%,8.9%,"R$ 408,36",-,R$ 17.309.215.601,,
,,LiquidApps  DAPP,,"R$ 0,0002559",0.6%,2.1%,0.7%,24.4%,"R$ 408,58",-,-,,
,,BORIS  BORIS,,"R$ 0,00002183",-,-,-,-,"R$ 380,90",-,"R$ 21.610,42",,
,,AMC  AMC,,"R$ 0,072253",-,-,-,-,"R$ 431,59",-,R$ 781.410,,
,,CentBit  CBIT,,"R$ 1,57",-,-,-,-,"R$ 397,50",-,R$ 3.139.911,,
,,Nectar  NCTR,,"R$ 0,1",0.9%,10.4%,3.4%,15.7%,"R$ 403,56",-,R$ 299.813,,
,,Dean's List  DEAN,,"R$ 0,008553",0.8%,9.0%,7.6%,12.0%,"R$ 403,73",-,R$ 855.274,,
,,FRED Energy  FRED,,"R$ 0,001825",0.5%,6.4%,7.4%,1.4%,"R$ 402,81",-,R$ 1.474.574,,
,,Etherfuse CETES  CETES,,"R$ 0,3125",0.5%,2.1%,1.2%,1.2%,"R$ 404,14",-,R$ 8.069.399,,
,,Baby Samo Coin  BABY,,"R$ 0,00002383",0.4%,2.2%,0.2%,4.4%,"R$ 400,25",-,R$ 238.313,,
,,YFIONE  YFO,,"R$ 3,93",0.1%,1.1%,1.5%,21.5%,"R$ 396,19",-,R$ 196.592,,
,,Astro Babies  ABB,,"R$ 0,122",0.0%,0.3%,8.7%,2.7%,"R$ 394,04",-,R$ 609.965,,
,,COOMER  COOMER,,"R$ 0,051901",-,-,-,-,"R$ 369,34",-,R$ 131.199,,
,,Bawls onu  $BAWLS,,"R$ 0,081477",-,-,-,-,"R$ 389,66",-,R$ 102.539,,
,,DuckyDefi  DEGG,,"R$ 0,0006634",0.5%,4.3%,9.7%,3.8%,"R$ 392,37",-,"R$ 5.593,77",,
,,Weft Finance  WEFT,,"R$ 0,01862",1.9%,4.6%,30.7%,165.7%,"R$ 393,08",-,R$ 1.858.323,,
,,Rockstar  RR,,"R$ 0,071948",-,-,-,-,"R$ 389,68",-,"R$ 18.938,52",,
,,Towelie  TOWELI,,"R$ 0,0003797",-,-,-,-,"R$ 384,11",-,R$ 356.917,,
,,Reversal  RVSL,,"R$ 0,1017",-,-,-,-,"R$ 383,17",-,R$ 101.678,,
,,Saka Vault  SAKA,,"R$ 0,007385",-,-,-,-,"R$ 380,01",-,"R$ 73.854,90",,
,,Energi Dollar  USDE,,"R$ 5,88",0.1%,0.9%,0.4%,1.9%,"R$ 388,82",-,R$ 9.411.167,,
,,Snibbu the Crab  SNIBBU,,"R$ 0,074993",0.8%,9.6%,16.4%,22.1%,"R$ 387,07",-,R$ 116.539,,
,,Quick Transfer Coin Plus  QTCC,,"R$ 0,004094",-,-,-,-,"R$ 405,98",-,R$ 1.637.582.466,,
,,XSHIB  XSHIB,,"R$ 0,0121243",2.5%,2.4%,10.0%,12.6%,"R$ 383,86",-,"R$ 52.339,03",,
,,Peepa  PEEPA,,"R$ 0,081869",0.3%,8.1%,25.4%,19.6%,"R$ 383,77",-,R$ 787.499,,
,,EthereumMax  EMAX,,"R$ 0,081295",0.3%,32.1%,8.2%,0.5%,"R$ 382,90",-,R$ 2.590.691,,
,,Shinobi  NINJA,,"R$ 0,0003895",0.2%,8.8%,0.7%,9.2%,"R$ 382,65",-,R$ 392.239,,
,,Side Eye Cat  SEC,,"R$ 0,00005733",0.6%,8.0%,11.5%,17.4%,"R$ 382,06",-,"R$ 57.225,88",,
,,GROK  GROK,,"R$ 0,3546",0.6%,9.8%,0.0%,21.7%,"R$ 381,85",-,R$ 354.559,,
,,Block Browser  BLOCK,,"R$ 0,2393",0.3%,0.4%,18.7%,46.6%,"R$ 381,58",-,R$ 239.624,,
,,DigiMetaverse  DGMV,,"R$ 0,02838",-,-,-,-,"R$ 409,55",-,R$ 28.380.787,,
,,RBX  RBX,,"R$ 0,003966",-,-,-,-,"R$ 393,84",-,R$ 396.586,,
,,EveryCoin  EVY,,"R$ 0,00002169",4.4%,4.0%,8.0%,47.0%,"R$ 380,75",-,R$ 1.926.349,,
,,TATE  TATE,,"R$ 0,099498",0.3%,8.5%,17.9%,23.2%,"R$ 379,50",-,R$ 316.783,,
,,Satoshis Vision  SATS,,"R$ 0,01389",-,2.5%,10.6%,16.5%,"R$ 378,73",-,R$ 291.752,,
,,Loong  LOONG,,"R$ 0,072544",-,-,-,-,"R$ 392,44",-,"R$ 25.437,77",,
,,SQTS (Ordinals)  SQTS,,"R$ 0,093304",-,-,-,-,"R$ 396,44",-,R$ 693.763,,
,,Yum  YUM,,"R$ 0,03503",0.3%,3.9%,12.0%,6.7%,"R$ 376,62",-,R$ 3.502.542,,
,,One Basis Cash  OBS,,"R$ 0,5866",0.2%,3.0%,1.8%,3.6%,"R$ 376,41",-,"R$ 57.407,04",,
,,Vaporwave  VWAVE,,"R$ 22,17",0.5%,10.5%,12.7%,16.9%,"R$ 376,37",-,R$ 1.108.745,,
,,iShares Silver Trust Defichain  DSLV,,"R$ 8,87",0.0%,9.6%,10.4%,187.0%,"R$ 373,11",-,-,,
,,Freddy Fazbear  $FRED,,"R$ 0,00002941",0.9%,5.9%,16.0%,35.2%,"R$ 374,69",-,"R$ 29.008,18",,
,,Chinese Toshi  CTOSHI,,"R$ 0,0001395",1.6%,13.5%,24.3%,2.7%,"R$ 372,59",-,R$ 139.514,,
,,Pepe King Prawn  PEPE,Comprar,"R$ 0,001583",-,-,-,-,"R$ 397,54",-,R$ 158.346,,
,,Solanaconda  SONDA,,"R$ 0,0006778",-,-,-,-,"R$ 399,12",-,"R$ 84.722,04",,
,,PandaDAO  PANDA,,"R$ 0,01937",0.3%,6.7%,21.0%,1.8%,"R$ 371,09",-,R$ 640.367,,
,,Landwolf  WOLF,,"R$ 0,062577",-,-,-,-,"R$ 378,14",-,R$ 108.416,,
,,Flork  $FLORK,,"R$ 0,00008044",-,-,-,-,"R$ 364,49",-,"R$ 80.443,97",,
,,Secured MoonRat  SMRAT,,"R$ 0,0876",0.3%,4.5%,2.7%,4.7%,"R$ 369,40",-,R$ 7.594.194,,
,,Solfiles  FILES,,"R$ 0,001317",-,-,-,-,"R$ 364,93",-,"R$ 13.173,71",,
,,WaifuAI  WFAI,,"R$ 0,087387",-,-,-,-,"R$ 379,01",-,R$ 5.739.859,,
,,Bridged WBTC  WBTC,Comprar,R$ 485.216,1.2%,9.2%,0.9%,2.2%,"R$ 364,49",-,-,,
,,Derp Coin  DERP,,"R$ 0,05282",0.1%,9.0%,11.4%,20.4%,"R$ 364,75",-,R$ 1.750.015,,
,,Inception Restaked stETH Symbiotic  INWSTETHS,,"R$ 13.545,43",-,-,-,-,"R$ 339,19",-,"R$ 1,35",,
,,MR•YEN•JAPANESE•BUSINESSMAN (Runes)  MRYEN,,"R$ 0,03816",-,-,-,-,"R$ 385,58",-,R$ 801.349,,
,,BONER  $BONER,,"R$ 0,00004116",-,-,-,-,"R$ 370,40",-,R$ 285.712,,
,,Chikn Egg  EGG,,"R$ 0,007256",1.2%,11.9%,0.1%,12.2%,"R$ 363,29",-,"R$ 8.934,36",,
,,JEXchange  JEX,,"R$ 0,005617",0.8%,7.7%,10.9%,32.3%,"R$ 362,70",-,R$ 5.617.441,,
,,Nettensor  NAO,,"R$ 0,01165",1.7%,7.0%,9.7%,24.9%,"R$ 362,24",-,R$ 1.163.360,,
,,Solana Compass Staked SOL  COMPASSSOL,,"R$ 733,39",0.1%,9.2%,8.9%,8.3%,"R$ 361,68",-,R$ 104.133.431,,
,,Artizen  ATNT,,"R$ 0,003066",0.1%,5.6%,1.9%,5.0%,"R$ 361,39",-,R$ 3.065.682,,
,,Riot Racers  RIOT,,"R$ 0,004183",-,-,-,-,"R$ 373,25",-,R$ 1.045.738,,
,,Meld Bridged USDT (Meld)  USDT,Comprar,"R$ 4,86",-,-,-,-,"R$ 300,98",-,"R$ 51.743,77",,
,,Flashdash  FLASHDASH,,"R$ 0,0106203",-,-,-,-,"R$ 356,14",-,"R$ 42.824,02",,
,,CoinCollect  COLLECT,,"R$ 0,001972",1.1%,6.5%,2.1%,12.6%,"R$ 357,81",-,R$ 618.362,,
,,StealthSDK  STEALTH,,"R$ 0,0003297",0.6%,8.9%,23.6%,53.5%,"R$ 356,66",-,R$ 331.781,,
,,Masters Of The Memes  MOM,,"R$ 0,00002988",-,-,-,-,"R$ 346,41",-,"R$ 29.882,17",,
,,Catster  CATSTR,,"R$ 0,00005093",-,-,-,-,"R$ 334,68",-,"R$ 50.421,92",,
,,PEPECASH  PEPECASH,,"R$ 0,094129",-,5.5%,12.3%,136.5%,"R$ 353,75",-,R$ 173.690,,
,,rLoop  RLOOP,,"R$ 0,01144",-,-,-,-,"R$ 350,34",-,R$ 660.316,,
,,DeHorizon  DEVT,,"R$ 0,0002093",-,-,-,-,"R$ 328,77",-,"R$ 62.783,32",,
,,Accumulated Finance Staked MANTA  STMANTA,,"R$ 3,44",-,-,-,-,"R$ 347,46",-,R$ 2.047.404,,
,,GameCredits  GAME,,"R$ 0,007818",0.1%,4.2%,9.2%,42.3%,"R$ 353,74",-,R$ 1.563.516,,
,,Speculate DAO  SPEC,,"R$ 0,01235",-,-,-,-,"R$ 360,92",-,R$ 1.235.311,,
,,Hokkaido Ken  DOKEN,,"R$ 0,078344",-,-,-,-,"R$ 334,61",-,"R$ 35.104,27",,
,,BLU  BLU,,"R$ 0,061409",-,-,-,-,"R$ 344,22",-,R$ 140.804,,
,,Dexbet  DXB,,"R$ 0,1042",-,-,-,-,"R$ 371,59",-,R$ 15.634.390,,
,,Wrapped LIBERTAS OMNIBUS  LIBERTAS,,"R$ 8,31",0.4%,6.9%,12.9%,27.4%,"R$ 349,80",-,"R$ 53.685,14",,
,,Mog  MOG,,"R$ 0,00009296",0.9%,9.4%,1.9%,11.0%,"R$ 349,15",-,"R$ 92.959,60",,
,,Mantle USD  MUSD,,"R$ 5,75",0.8%,0.4%,1.2%,1.5%,"R$ 349,45",-,R$ 540.444,,
,,Phili Inu  PHIL,,"R$ 0,09566",0.5%,27.8%,7.1%,1.4%,"R$ 349,18",-,R$ 562.951,,
,,New World Order  STATE,,"R$ 0,0101276",0.7%,10.6%,9.0%,48.4%,"R$ 348,16",-,R$ 127.587,,
,,xcKSM  XCKSM,,"R$ 77,79",0.7%,7.3%,9.4%,16.3%,"R$ 347,86",-,R$ 1.872.233,,
,,Geke  GEKE,,"R$ 0,0846",-,-,-,-,"R$ 345,12",-,R$ 320.640,,
,,DIGIVERSE  DIGI,,"R$ 0,09526",-,0.9%,19.5%,13.8%,"R$ 347,38",-,R$ 9.525.781,,
,,Aevum  AEVUM,,"R$ 0,03726",-,-,-,-,"R$ 353,29",-,R$ 186.312,,
,,Apollo FTW  FTW,,"R$ 0,003134",-,-,-,-,"R$ 338,01",-,R$ 6.267.666,,
,,Army of Fortune Metaverse  AFC,,"R$ 0,00001333",-,-,-,-,"R$ 362,15",-,R$ 1.346.158,,
,,Infinitee  INFTEE,,"R$ 0,000572",0.1%,2.6%,1.4%,3.3%,"R$ 342,03",-,"R$ 27.854,82",,
,,POPG  POPG,,"R$ 0,3415",0.0%,2.0%,2.6%,6.1%,"R$ 342,34",-,R$ 682.339.267,,
,,WINBIT CASINO  WIN,,"R$ 0,001276",-,-,-,-,"R$ 339,73",-,R$ 637.816,,
,,Modex  MODEX,,"R$ 0,1511",-,-,-,-,"R$ 363,69",-,R$ 40.251.252,,
,,Horizon  HZN,,"R$ 0,001004",-,-,-,-,"R$ 360,41",-,R$ 100.422,,
,,KNOB$  KNOB,,"R$ 0,059186",0.6%,8.2%,9.8%,24.8%,"R$ 339,39",-,"R$ 92.437,59",,
,,This Is The One  THEONE,,"R$ 0,0000434",-,-,-,-,"R$ 329,20",-,"R$ 48.219,66",,
,,Grimreaper  GRIM,,"R$ 0,00006529",0.9%,9.5%,7.6%,9.0%,"R$ 337,96",-,"R$ 65.288,96",,
,,pSTAKE Staked BNB  STKBNB,,"R$ 3.527,54",-,-,-,-,"R$ 336,30",-,R$ 1.517.595,,
,,Eggy  EGGY,,"R$ 0,006941",-,-,-,-,"R$ 329,10",-,R$ 694.068,,
,,JACY  JACY,,"R$ 0,0101743",-,-,-,-,"R$ 331,47",-,R$ 1.742.909,,
,,TOOLS  TOOLS,,"R$ 0,02246",0.1%,0.9%,0.3%,0.9%,"R$ 337,48",-,R$ 561.403,,
,,DogWifHat  WIF,Comprar,"R$ 0,0002066",-,-,-,-,"R$ 332,25",-,R$ 206.617,,
,,FRACTRADE  FRAC,,"R$ 0,4761",0.0%,0.2%,5.0%,52.4%,"R$ 334,27",-,R$ 11.191.910,,
,,World Record Banana  BANANA,,"R$ 0,058101",0.5%,1.6%,2.3%,11.4%,"R$ 334,86",-,"R$ 81.004,98",,
,,Burrial  BURRY,,"R$ 0,052869",-,-,-,-,"R$ 322,76",-,"R$ 19.797,33",,
,,THE COQ FATHER BOSS  BOSSCOQ,,"R$ 0,00003863",0.9%,3.4%,18.0%,20.6%,"R$ 331,32",-,"R$ 48.286,05",,
,,THE•RUNIX•TOKEN  RUNIX,,"R$ 0,0002961",-,-,-,-,"R$ 353,04",-,R$ 260.108,,
,,TrollCoin  TROLL,,"R$ 0,0003165",0.8%,9.3%,19.1%,10.9%,"R$ 330,51",-,R$ 316.488,,
,,Kortana  KORA,,"R$ 0,0006443",-,-,-,-,"R$ 322,63",-,R$ 644.284,,
,,DHD Coin  DHD,,"R$ 0,006375",-,-,-,-,"R$ 329,24",-,"R$ 63.745,23",,
,,TryTON  TRT,,"R$ 0,002013",0.3%,8.0%,31.1%,30.4%,"R$ 329,41",-,R$ 200.973,,
,,PolygonFarm Finance  SPADE,,"R$ 0,03907",0.0%,3.1%,1.7%,5.2%,"R$ 328,41",-,"R$ 611,71",,
,,Apin Pulse  APC,,"R$ 0,00001164",2.5%,17.4%,9.3%,30.7%,"R$ 328,68",-,R$ 691.851,,
,,Conan  CONAN,,"R$ 0,068495",0.3%,9.3%,18.6%,23.0%,"R$ 327,83",-,R$ 850.831,,
,,Spyrolana  SPYRO,,"R$ 0,00001607",-,-,-,-,"R$ 316,49",-,"R$ 16.066,49",,
,,Bridgador  GADOR,,"R$ 0,00003021",-,-,-,-,"R$ 317,60",-,"R$ 30.205,36",,
,,VAPE  VAPE,,"R$ 0,00003551",-,-,-,-,"R$ 355,14",-,"R$ 35.512,20",,
,,Solana Beach  SOLANA,,"R$ 0,0001527",1.2%,9.6%,7.0%,47.8%,"R$ 324,24",-,"R$ 15.271,81",,
,,Hades  HADES,,"R$ 0,04976",0.4%,10.2%,24.6%,40.0%,"R$ 324,19",-,R$ 3.215.174,,
,,LUNCARMY  LUNCARMY,,"R$ 0,071091",-,-,-,-,"R$ 334,95",-,R$ 106.671,,
,,Muffin  MUFFIN,,"R$ 0,00007315",-,-,-,-,"R$ 342,58",-,"R$ 73.147,22",,
,,Soulsaver  SOUL,,"R$ 0,0000144",0.1%,2.6%,12.4%,74.8%,"R$ 321,29",-,"R$ 14.399,67",,
,,Reserve Currency Dogs  RCD,,"R$ 0,00003415",-,-,-,-,"R$ 317,00",-,"R$ 34.124,85",,
,,The Night Riders  TNR,,"R$ 0,065719",-,-,-,-,"R$ 309,63",-,"R$ 56.044,44",,
,,sTONks  STONKS,,"R$ 0,00728",0.3%,5.7%,28.2%,3.2%,"R$ 320,53",-,R$ 218.087,,
,,Vizion  VIZION,,"R$ 0,006344",-,-,-,-,"R$ 315,92",-,"R$ 62.455,08",,
,,CyPepe  CYPEPE,,"R$ 0,00004274",-,-,-,-,"R$ 317,29",-,"R$ 42.736,90",,
,,Lyptus  LYPTUS,,"R$ 0,01082",0.4%,1.1%,0.4%,1.3%,"R$ 320,06",-,"R$ 33.623,40",,
,,2080  2080,,"R$ 0,005575",0.0%,8.7%,9.1%,9.5%,"R$ 318,53",-,R$ 1.075.480,,
,,Gami  GAMI,,"R$ 0,01317",-,-,-,-,"R$ 325,15",-,R$ 19.756.937,,
,,Gauss0x  GAUSS,,"R$ 0,00006635",-,-,-,-,"R$ 314,86",-,"R$ 66.352,79",,
,,Scat  CAT,,"R$ 0,094616",-,-,-,-,"R$ 303,95",-,R$ 193.884,,
,,HunnyDAO  LOVE,,"R$ 0,02786",-,-,-,-,"R$ 336,75",-,"R$ 1.990,01",,
